record_id,event_present,t0_sample,amplitude_A
233,1,91,2.9105802538878836
234,1,82,2.668528366253797
235,1,109,2.8110200278545876
236,1,125,1.5544574057649583
237,1,133,1.6425256176323835
238,0,-1,0.0
239,0,-1,0.0
240,0,-1,0.0
241,0,-1,0.0
242,0,-1,0.0
243,0,-1,0.0
244,0,-1,0.0
245,0,-1,0.0
246,1,48,2.3444031597941017
247,1,52,1.2568612102911587
248,1,176,2.2740235249352527
249,1,166,2.0199553232908727
